IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4,NameJP,DescJP,NameDE,DescDE,NameES,DescES,NameLS,DescLS,NameFR,DescFR,NameIT,DescIT,NameTC,DescTC,NamePT,DescPT
Adult (Armored),Adult (Armored),9,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,,,,,,,,,Armor,,,,,,,,,,,,,,,,,,,
Arcane Nihility,Arcane Nihility,14,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and Atk/Spd/Def/Res+X to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats; calculates each stat bonus and penalty independently), and deals damage = 15% of unit's Spd during combat (including when dealing damage with a Special triggered before combat), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. At start of turn, if unit is adjacent to only beast or dragon allies or is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 to unit, inflicts Atk/Def-X on foe during combat (X = number of spaces from start position to end position of whoever initiated combat + 3; max 6), and also, if X ≥ 5, reduces damage from foe's first attack by 30% during combat.",Beast,cavalryBeastB,0,slaying,1,curseOfNihility,0,,,,,Cav,,,,,,,,,,,,,,,,,,,
Arcane NihilityAtk,Arcane Nihility,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and Atk/Spd/Def/Res+X to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats; calculates each stat bonus and penalty independently), and deals damage = 15% of unit's Spd during combat (including when dealing damage with a Special triggered before combat), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. At start of turn, if unit is adjacent to only beast or dragon allies or is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 to unit, inflicts Atk/Def-X on foe during combat (X = number of spaces from start position to end position of whoever initiated combat + 3; max 6), and also, if X ≥ 5, reduces damage from foe's first attack by 30% during combat.",Beast,cavalryBeastB,0,slaying,1,curseOfNihility,0,HPBoost,5,,,Cav,,,,,,,,,,,,,,,,,,,
Arcane NihilitySpd,Arcane Nihility,14,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and Atk/Spd/Def/Res+X to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats; calculates each stat bonus and penalty independently), and deals damage = 15% of unit's Spd during combat (including when dealing damage with a Special triggered before combat), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. At start of turn, if unit is adjacent to only beast or dragon allies or is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 to unit, inflicts Atk/Def-X on foe during combat (X = number of spaces from start position to end position of whoever initiated combat + 3; max 6), and also, if X ≥ 5, reduces damage from foe's first attack by 30% during combat.",Beast,cavalryBeastB,0,slaying,1,curseOfNihility,0,HPBoost,5,spdBoost,3,Cav,,,,,,,,,,,,,,,,,,,
Arcane NihilityDef,Arcane Nihility,14,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and Atk/Spd/Def/Res+X to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats; calculates each stat bonus and penalty independently), and deals damage = 15% of unit's Spd during combat (including when dealing damage with a Special triggered before combat), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. At start of turn, if unit is adjacent to only beast or dragon allies or is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 to unit, inflicts Atk/Def-X on foe during combat (X = number of spaces from start position to end position of whoever initiated combat + 3; max 6), and also, if X ≥ 5, reduces damage from foe's first attack by 30% during combat.",Beast,cavalryBeastB,0,slaying,1,curseOfNihility,0,HPBoost,5,defBoost,4,Cav,,,,,,,,,,,,,,,,,,,
Arcane NihilityRes,Arcane Nihility,14,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and Atk/Spd/Def/Res+X to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats; calculates each stat bonus and penalty independently), and deals damage = 15% of unit's Spd during combat (including when dealing damage with a Special triggered before combat), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. At start of turn, if unit is adjacent to only beast or dragon allies or is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 to unit, inflicts Atk/Def-X on foe during combat (X = number of spaces from start position to end position of whoever initiated combat + 3; max 6), and also, if X ≥ 5, reduces damage from foe's first attack by 30% during combat.",Beast,cavalryBeastB,0,slaying,1,curseOfNihility,0,HPBoost,5,resBoost,4,Cav,,,,,,,,,,,,,,,,,,,
Arcane Crest,Arcane Crest,14,1,"Accelerates Special trigger (cooldown count-1).

If foe initiates combat or if unit's HP > 25% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), neutralizes penalties on unit, deals damage = 15% of unit's Atk (including area-of-effect Specials), reduces damage from foe's attacks by 15% of unit's Atk (including area-of-effect Specials; excluding Røkkr area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat.

At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,slaying,1,arcaneCrest,0,,,,,Armor,,,,,,,,,,,,,,,,,,,
Arcane CrestAtk,Arcane Crest,16,1,"Accelerates Special trigger (cooldown count-1).

If foe initiates combat or if unit's HP > 25% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), neutralizes penalties on unit, deals damage = 15% of unit's Atk (including area-of-effect Specials), reduces damage from foe's attacks by 15% of unit's Atk (including area-of-effect Specials; excluding Røkkr area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat.

At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,slaying,1,arcaneCrest,0,HPBoost,5,,,Armor,,,,,,,,,,,,,,,,,,,
Arcane CrestSpd,Arcane Crest,14,1,"Accelerates Special trigger (cooldown count-1).

If foe initiates combat or if unit's HP > 25% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), neutralizes penalties on unit, deals damage = 15% of unit's Atk (including area-of-effect Specials), reduces damage from foe's attacks by 15% of unit's Atk (including area-of-effect Specials; excluding Røkkr area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat.

At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,slaying,1,arcaneCrest,0,HPBoost,5,spdBoost,3,Armor,,,,,,,,,,,,,,,,,,,
Arcane CrestDef,Arcane Crest,14,1,"Accelerates Special trigger (cooldown count-1).

If foe initiates combat or if unit's HP > 25% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), neutralizes penalties on unit, deals damage = 15% of unit's Atk (including area-of-effect Specials), reduces damage from foe's attacks by 15% of unit's Atk (including area-of-effect Specials; excluding Røkkr area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat.

At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,slaying,1,arcaneCrest,0,HPBoost,5,defBoost,4,Armor,,,,,,,,,,,,,,,,,,,
Arcane CrestRes,Arcane Crest,14,1,"Accelerates Special trigger (cooldown count-1).

If foe initiates combat or if unit's HP > 25% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), neutralizes penalties on unit, deals damage = 15% of unit's Atk (including area-of-effect Specials), reduces damage from foe's attacks by 15% of unit's Atk (including area-of-effect Specials; excluding Røkkr area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat.

At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,slaying,1,arcaneCrest,0,HPBoost,5,resBoost,4,Armor,,,,,,,,,,,,,,,,,,,
Hawk King Claw,Hawk King Claw,14,1,"Grants Atk+3. If foe's HP = 100% and if unit initiates combat, unit makes a guaranteed follow-up attack. At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,atkBoost,3,tibarnFU,0,,,,,Tibarn,,,,,,,,,,,,,,,,,,,
Hawk King ClawEff,Hawk King Claw,14,1,"Grants Atk+3. If unit is transformed or foe's HP ≥ 75% at start of combat, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2. At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Beast,flierBeastA,0,atkBoost,3,tibarnBoost,5,HPBoost,3,tibarnThatsIt?,0,Tibarn,,,,,,,,,,,,,,,,,,,
Hawk King ClawAtk,Hawk King Claw,16,1,"Grants Atk+3. If unit is transformed or foe's HP ≥ 75% at start of combat, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,atkBoost,3,tibarnBoost,5,HPBoost,5,,,Tibarn,,,,,,,,,,,,,,,,,,,
Hawk King ClawSpd,Hawk King Claw,14,1,"Grants Atk+3. If unit is transformed or foe's HP ≥ 75% at start of combat, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,atkBoost,3,tibarnBoost,5,HPBoost,5,spdBoost,3,Tibarn,,,,,,,,,,,,,,,,,,,
Hawk King ClawDef,Hawk King Claw,14,1,"Grants Atk+3. If unit is transformed or foe's HP ≥ 75% at start of combat, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,atkBoost,3,tibarnBoost,5,HPBoost,5,defBoost,4,Tibarn,,,,,,,,,,,,,,,,,,,
Hawk King ClawRes,Hawk King Claw,14,1,"Grants Atk+3. If unit is transformed or foe's HP ≥ 75% at start of combat, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,atkBoost,3,tibarnBoost,5,HPBoost,5,resBoost,4,Tibarn,,,,,,,,,,,,,,,,,,,
Wolfskin Fang,Wolfskin Fang,9,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 and deals +10 damage when Special triggers.",Beast,infantryBeastA,0,spdBoost,-5,BraveBW,0,,,,,Keaton,,,,,,,,,,,,,,,,,,,
Wolfskin FangEff,Wolfskin Fang,9,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, deals +7 damage when Special triggers, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-5 on foe, neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.), and grants Special cooldown charge +1 per unit's attack during combat. (Only highest value applied. Does not stack.)",Beast,infantryBeastB,0,spdBoost,-5,BraveBW,0,HPBoost,3,keatonBoost,0,Keaton,,,,,,,,,,,,,,,,,,,
Wolfskin FangAtk,Wolfskin Fang,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, deals +7 damage when Special triggers, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit.",Beast,infantryBeastB,0,spdBoost,-5,BraveBW,0,HPBoost,5,,,Keaton,,,,,,,,,,,,,,,,,,,
Wolfskin FangSpd,Wolfskin Fang,9,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, deals +7 damage when Special triggers, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit.",Beast,infantryBeastB,0,spdBoost,-5,BraveBW,0,HPBoost,5,spdBoost,3,Keaton,,,,,,,,,,,,,,,,,,,
